信号级别,AUTOSENTCOUNT,发布内容,入库时间,自动检测消息发布状态,信号编号,同步编号,信号发布签发人,记录编号,发布时间,"发布状态(发布/取消)",AUTOSENTFLAG,信号影响区域,信号类型,记录序号,自动检测循环次数
-,0,"全市陆地,高温,黄色,2025-07-24 10:00:00;.【深圳市解除所有暴雨黄色预警信号和雷电预警信号】强降雨趋于减弱，深圳市气象台2025年07月24日14时51分解除南山区、珠江口、深圳湾和宝安区（新安、西乡、航城街道）暴雨黄色预警信号，同时解除南山区、福田区、珠江口、深圳湾、罗湖区（东晓、清水河、南湖、桂园、东门、笋岗街道）、宝安区（新安、西乡、福永、石岩、航城、福海街道）、龙岗区（坂田、布吉、吉华街道）和龙华区（民治、龙华、大浪街道）雷电预警信号，今天下午我市天气仍不稳定，市民仍需注意远离河道和危险边坡等。","	2025-07-24 14:54:18",0,104,"AAA30mABCAACLd+AAK",-,104796,"	2025-07-24 14:51:00",取消,0,"东晓、清水河、南湖、桂园、东门、笋岗、南山区、福田区、石岩、福永、西乡、新安、航城、福海、大浪、龙华、民治、布吉、坂田、吉华、珠江口、深圳湾",雷电,109246,0
黄色,0,"东晓、清水河、南湖、桂园、东门、笋岗、南山区、福田区、石岩、福永、西乡、新安、航城、福海、大浪、龙华、民治、布吉、坂田、吉华、珠江口、深圳湾,雷电,,2025-07-24 14:05:00;全市陆地,高温,黄色,2025-07-24 10:00:00;南山区、西乡、新安、航城、珠江口、深圳湾,暴雨,黄色,2025-07-24 14:05:00;.【深圳市扩展分区暴雨黄色和雷电预警信号、解除福田区暴雨黄色预警信号】预计南山区（西丽街道）和宝安区（西乡、新安、航城街道）2小时内将出现20-40毫米降水，深圳市气象台2025年07月24日14时05分将分区暴雨黄色预警信号扩展至上述区域，同时将雷电预警信号扩展至宝安区（石岩、福永、西乡、新安、航城、福海街道），预计2小时内上述区域将受雷电影响，同时解除福田区暴雨黄色预警信号。全市处于暴雨戒备状态。市民停留在安全地方。暴雨预警信号生效区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-07-24 14:07:19",0,105,"AAA30mABCAACLd+AAJ",-,104795,"	2025-07-24 14:05:00",取消,0,福田区,暴雨,109245,0
-,0,"【深圳市扩展分区暴雨黄色和雷电预警信号、解除福田区暴雨黄色预警信号】预计南山区（西丽街道）和宝安区（西乡、新安、航城街道）2小时内将出现20-40毫米降水，深圳市气象台2025年07月24日14时05分将分区暴雨黄色预警信号扩展至上述区域，同时将雷电预警信号扩展至宝安区（石岩、福永、西乡、新安、航城、福海街道），预计2小时内上述区域将受雷电影响，同时解除福田区暴雨黄色预警信号。全市处于暴雨戒备状态。市民停留在安全地方。暴雨预警信号生效区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-07-24 14:07:19",0,104,"AAA30mABCAACLd+AAI",-,104794,"	2025-07-24 14:05:00",发布,0,石岩、福永、西乡、新安、航城、福海,雷电,109244,0
黄色,0,"【深圳市扩展分区暴雨黄色和雷电预警信号、解除福田区暴雨黄色预警信号】预计南山区（西丽街道）和宝安区（西乡、新安、航城街道）2小时内将出现20-40毫米降水，深圳市气象台2025年07月24日14时05分将分区暴雨黄色预警信号扩展至上述区域，同时将雷电预警信号扩展至宝安区（石岩、福永、西乡、新安、航城、福海街道），预计2小时内上述区域将受雷电影响，同时解除福田区暴雨黄色预警信号。全市处于暴雨戒备状态。市民停留在安全地方。暴雨预警信号生效区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-07-24 14:07:19",0,105,"AAA30mABCAACLd+AAH",-,104793,"	2025-07-24 14:05:00",发布,0,西丽、西乡、新安、航城,暴雨,109243,0
-,0,"【深圳市分区暴雨黄色预警信号、分区雷电预警信号】预计福田区、珠江口、深圳湾和南山区（南头、南山、沙河、蛇口、招商、粤海、桃源街道）2小时内将出现20-40毫米降水，深圳市气象台2025年07月24日13时20分在上述区域发布暴雨黄色预警信号，同时发布南山区、福田区、珠江口、深圳湾、罗湖区（东晓、清水河、南湖、桂园、东门、笋岗街道）、龙岗区（布吉、坂田、吉华街道）和龙华区（大浪、龙华、民治街道）雷电预警信号，预计2小时内上述区域将受雷电影响。市民停留在安全地方。全市进入暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-07-24 13:22:28",0,104,"AAA30mABCAACLd+AAG",-,104792,"	2025-07-24 13:20:00",发布,0,"东晓、清水河、南湖、桂园、东门、笋岗、南山区、福田区、大浪、龙华、民治、布吉、坂田、吉华、珠江口、深圳湾",雷电,109242,0
黄色,0,"【深圳市分区暴雨黄色预警信号、分区雷电预警信号】预计福田区、珠江口、深圳湾和南山区（南头、南山、沙河、蛇口、招商、粤海、桃源街道）2小时内将出现20-40毫米降水，深圳市气象台2025年07月24日13时20分在上述区域发布暴雨黄色预警信号，同时发布南山区、福田区、珠江口、深圳湾、罗湖区（东晓、清水河、南湖、桂园、东门、笋岗街道）、龙岗区（布吉、坂田、吉华街道）和龙华区（大浪、龙华、民治街道）雷电预警信号，预计2小时内上述区域将受雷电影响。市民停留在安全地方。全市进入暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-07-24 13:22:28",0,105,AAA30mABCAACLd7AAV,-,104791,"	2025-07-24 13:20:00",发布,0,"南头、南山、沙河、蛇口、招商、粤海、桃源、福田区、珠江口、深圳湾",暴雨,109241,0
黄色,0,"【深圳市高温黄色预警信号】深圳市气象台2025年07月24日10时00分发布全市陆地高温黄色预警信号，预计24-27日我市最高气温将升至35℃以上，信号可能持续3-4天。注意防暑降温，避免长时间户外活动。","	2025-07-24 10:02:11",0,103,AAA30mAAcAACpFmAAQ,-,104790,"	2025-07-24 10:00:00",发布,0,全市陆地,高温,109240,0
-,0,"【深圳市解除分区雷电预警信号】雷暴云团已减弱，深圳市气象台2025年07月23日19时24分解除南山区、宝安区、光明区、龙华区和龙岗区（平湖、坪地、坂田、龙城、龙岗、宝龙街道）雷电预警信号。","	2025-07-23 19:25:47",0,96,AAA30mAAcAACpFmAAP,-,104789,"	2025-07-23 19:24:00",取消,0,"南山区、宝安区、光明区、龙华区、龙岗、坪地、龙城、坂田、平湖、宝龙",雷电,109239,0
橙色,0,"南山区、宝安区、光明区、龙华区、龙岗、坪地、龙城、坂田、平湖、宝龙,雷电,,2025-07-23 16:21:00;.【深圳市解除分区暴雨橙色和黄色预警信号】强降雨减弱，深圳市气象台2025年07月23日18时10分解除所有分区暴雨橙色和黄色预警信号，目前分区雷电预警信号仍在生效，市民仍需注意远离河道和危险边坡等。","	2025-07-23 18:13:57",0,98,AAA30mAAcAACpFmAAN,-,104787,"	2025-07-23 18:10:00",取消,0,松岗、石岩、新桥、玉塘、马田、凤凰,暴雨,109237,0
黄色,0,"南山区、宝安区、光明区、龙华区、龙岗、坪地、龙城、坂田、平湖、宝龙,雷电,,2025-07-23 16:21:00;.【深圳市解除分区暴雨橙色和黄色预警信号】强降雨减弱，深圳市气象台2025年07月23日18时10分解除所有分区暴雨橙色和黄色预警信号，目前分区雷电预警信号仍在生效，市民仍需注意远离河道和危险边坡等。","	2025-07-23 18:13:57",0,97,AAA30mAAcAACpFmAAO,-,104788,"	2025-07-23 18:10:00",取消,0,"福永、西乡、沙井、航城、福海、燕罗、公明、光明、新湖",暴雨,109238,0
黄色,0,"福永、西乡、沙井、航城、福海、燕罗、公明、光明、新湖,暴雨,黄色,2025-07-23 16:35:00;南山区、宝安区、光明区、龙华区、龙岗、坪地、龙城、坂田、平湖、宝龙,雷电,,2025-07-23 16:21:00;松岗、石岩、新桥、玉塘、马田、凤凰,暴雨,橙色,2025-07-23 17:05:00;.【深圳市分区暴雨黄色预警信号升级为橙色】过去3小时，宝安区（松岗、石岩、新桥街道）和光明区（马田街道）累计雨量已达暴雨，预计未来1小时还将出现20毫米降水，深圳市气象台2025年07月23日17时05分在上述区域发布暴雨橙色预警信号，全市进入暴雨防御状态，请远离低洼易涝等危险区域，上述区域山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-07-23 17:06:42",0,97,AAA30mAAcAACpFmAAM,-,104786,"	2025-07-23 17:05:00",取消,0,松岗、石岩、新桥、马田,暴雨,109236,0
橙色,0,"【深圳市分区暴雨黄色预警信号升级为橙色】过去3小时，宝安区（松岗、石岩、新桥街道）和光明区（马田街道）累计雨量已达暴雨，预计未来1小时还将出现20毫米降水，深圳市气象台2025年07月23日17时05分在上述区域发布暴雨橙色预警信号，全市进入暴雨防御状态，请远离低洼易涝等危险区域，上述区域山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-07-23 17:06:42",0,98,AAA30mAAcAACpFmAAL,-,104785,"	2025-07-23 17:05:00",发布,0,松岗、石岩、新桥、马田,暴雨,109235,0
黄色,0,"松岗、石岩、福永、西乡、沙井、航城、福海、新桥、燕罗、公明、光明、马田、新湖,暴雨,黄色,2025-07-23 16:35:00;南山区、宝安区、光明区、龙华区、龙岗、坪地、龙城、坂田、平湖、宝龙,雷电,,2025-07-23 16:21:00;玉塘、凤凰,暴雨,橙色,2025-07-23 16:55:00;.【深圳市分区暴雨黄色预警信号升级为橙色】过去3小时，光明区（玉塘、凤凰街道）累计雨量已达暴雨，预计未来1小时还将出现20毫米降水，深圳市气象台2025年07月23日16时55分在上述区域发布暴雨橙色预警信号，后期有升级暴雨红色预警信号的可能/后期升级暴雨红色预警信号的可能性小，全市进入暴雨防御状态，请远离低洼易涝等危险区域，上述区域山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-07-23 16:56:22",0,97,AAA30mAAcAACpFmAAK,-,104784,"	2025-07-23 16:55:00",取消,0,玉塘、凤凰,暴雨,109234,0
橙色,0,"【深圳市分区暴雨黄色预警信号升级为橙色】过去3小时，光明区（玉塘、凤凰街道）累计雨量已达暴雨，预计未来1小时还将出现20毫米降水，深圳市气象台2025年07月23日16时55分在上述区域发布暴雨橙色预警信号，后期有升级暴雨红色预警信号的可能/后期升级暴雨红色预警信号的可能性小，全市进入暴雨防御状态，请远离低洼易涝等危险区域，上述区域山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-07-23 16:56:22",0,98,AAA30mAAcAACpFmAAJ,-,104783,"	2025-07-23 16:55:00",发布,0,玉塘、凤凰,暴雨,109233,0
黄色,0,"【深圳市分区暴雨黄色预警信号】预计光明区和宝安区（松岗、石岩、福永、西乡、沙井、航城、福海、新桥、燕罗街道）1小时内将出现30毫米左右降水，深圳市气象台2025年07月23日16时35分在上述区域发布暴雨黄色预警信号，全市进入暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-07-23 16:37:29",0,97,AAA30mAAcAACpFeAAP,-,104782,"	2025-07-23 16:35:00",发布,0,"松岗、石岩、福永、西乡、沙井、航城、福海、新桥、燕罗、光明区",暴雨,109232,0
-,0,"【深圳市扩展分区雷电预警信号】深圳市气象台2025年07月23日16时21分将雷电预警信号扩展至南山区、宝安区、光明区、龙岗区（坂田街道）和龙华区（大浪、龙华、民治街道），预计2小时内上述区域将受雷电影响。市民停留在安全地方。","	2025-07-23 16:22:07",0,96,AAA30mAAcAACpFeAAO,-,104781,"	2025-07-23 16:21:00",发布,0,南山区、宝安区、光明区、大浪、龙华、民治、坂田,雷电,109231,0
-,0,"【深圳市分区雷电预警信号】深圳市气象台于2025年07月23日15时56分发布龙岗区（龙岗、坪地、龙城、平湖、宝龙街道）和龙华区（观湖、福城、观澜街道）雷电预警信号，预计2小时内上述区域将受雷电影响。市民停留在安全地方。","	2025-07-23 15:57:15",0,96,AAA30mAAcAACpFeAAN,-,104780,"	2025-07-23 15:56:00",发布,0,观湖、福城、观澜、龙岗、坪地、龙城、平湖、宝龙,雷电,109230,0
黄色,0,"【深圳市解除分区暴雨黄色预警信号】强降雨趋于结束，深圳市气象台2025年07月23日06时13分解除盐田区、坪山区、大鹏新区、大鹏湾、大亚湾和龙岗区（坪地、龙城、龙岗、横岗、宝龙、园山街道）暴雨黄色预警信号，今日我市天气仍不稳定，市民仍需注意远离河道和危险边坡等。","	2025-07-23 06:14:22",0,94,AAA30mAAcAACpEyAAI,-,104779,"	2025-07-23 06:13:00",取消,0,"盐田区、横岗、龙岗、坪地、龙城、园山、宝龙、坪山区、大鹏新区、大鹏湾、大亚湾",暴雨,109229,0
黄色,0,"【深圳市分区暴雨黄色预警信号】预计盐田区、坪山区、大鹏新区、大鹏湾、大亚湾和龙岗区（横岗、龙岗、坪地、龙城、园山、宝龙街道）1-2小时内将出现30-50毫米降水，深圳市气象台2025年07月23日04时35分在上述区域发布暴雨黄色预警信号，全市进入暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-07-23 04:35:14",0,94,AAA30mAAcAACpEyAAH,-,104778,"	2025-07-23 04:35:00",发布,0,"盐田区、横岗、龙岗、坪地、龙城、园山、宝龙、坪山区、大鹏新区、大鹏湾、大亚湾",暴雨,109228,0
黄色,0,"【深圳市解除分区暴雨橙色预警信号、解除分区暴雨黄色预警信号】强降雨趋于结束，深圳市气象台2025年07月23日00时52分解除全部预警信号，今夜天气仍不稳定，局地仍可能有暴雨，市民仍需防范强降水并注意远离河道和危险边坡等。","	2025-07-23 00:54:52",0,91,AAA30mAAcAACpEyAAG,-,104777,"	2025-07-23 00:52:00",取消,0,"罗湖区、横岗、布吉、坂田、南湾、平湖、吉华、珠江口、深圳湾",暴雨,109227,0
橙色,0,"【深圳市解除分区暴雨橙色预警信号、解除分区暴雨黄色预警信号】强降雨趋于结束，深圳市气象台2025年07月23日00时52分解除全部预警信号，今夜天气仍不稳定，局地仍可能有暴雨，市民仍需防范强降水并注意远离河道和危险边坡等。","	2025-07-23 00:54:52",0,92,AAA30mAAcAACpEyAAF,-,104776,"	2025-07-23 00:52:00",取消,0,南山区、福田区、宝安区、光明区、龙华区,暴雨,109226,0
